"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","task","response_type","key_press","avg_frame_time","center_x","center_y","color","text","is_congruent","duration","correct_response","is_correct"
"1964","<p style=""font:bold 20pt Arial"">Welcome to Interactive Stroop Test with SOA -- 2 Colors.</p>
      <p style=""margin:50px"">Press any key to begin.</p>","j","html-keyboard-response","0","1966","0.0-0.0","","","","","","","","","","","",""
"25860","
		<div style=""width:800px"">
			<p>You will see text in 2 colors which are individually assigned to a key.</p>
			<ul style=""list-style-type:none"">
			  <li style=""color:Blue"">Blue - key F</li><li style=""color:Red"">Red - key J</li>
			</ul>
			<p>Your task is to press the key as soon as possible when you see a color.</p>
			<p>For example, you should press F key when seeing a word in color <span style=""color:Blue"">Blue</span>, even if the word is <span style=""color:Blue"">Red</span>.</p>
			<p>The experiment will start with a practice for you to be familiar with the task.</p>
			<p>Then a test will start.</p>
			</p></p>	  
			<p>Press any key to begin the practice.</p>
		</div>
      ","f","html-keyboard-response","1","27828","0.0-1.0","","","","","","","","","","","",""
"2536","
  	<div style=""width:800px"">
  		<p>The test will start. Remember to press the key according to the color rather than the word.</p>
  		<p>You can press S if you do not catch the blink color.</p>
  		<p>Press any key to begin.</p>
  	</div>
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","180","147466","0.0-3.0-0.59","fixation","","","","","","","","","","",""
"385","","f","psychophysics","181","148373","0.0-3.0-1.59","response","key","f","16.68378260869624","500","400","Blue","Red","false","25","F","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","182","148879","0.0-3.0-2.59","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","183","149387","0.0-3.0-0.60","fixation","","","","","","","","","","",""
"368","","j","psychophysics","184","150275","0.0-3.0-1.60","response","key","j","16.680217391305156","500","400","Red","Blue","false","250","J","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","185","150779","0.0-3.0-2.60","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","186","151291","0.0-3.0-0.61","fixation","","","","","","","","","","",""
"443","","j","psychophysics","187","152254","0.0-3.0-1.61","response","key","j","16.691518518518595","500","400","Red","Blue","false","25","J","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","188","152761","0.0-3.0-2.61","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","189","153272","0.0-3.0-0.62","fixation","","","","","","","","","","",""
"540","","f","psychophysics","190","154331","0.0-3.0-1.62","response","key","f","16.682121212120613","500","400","Blue","Red","false","25","F","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","191","154832","0.0-3.0-2.62","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","192","155340","0.0-3.0-0.63","fixation","","","","","","","","","","",""
"343","","f","psychophysics","193","156221","0.0-3.0-1.63","response","key","f","16.691909090909494","500","400","Blue","Blue","true","0","F","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","194","156735","0.0-3.0-2.63","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","195","157251","0.0-3.0-0.64","fixation","","","","","","","","","","",""
"421","","j","psychophysics","196","158185","0.0-3.0-1.64","response","key","j","16.686239999999525","500","400","Red","Blue","false","0","J","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","197","158688","0.0-3.0-2.64","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","198","159200","0.0-3.0-0.65","fixation","","","","","","","","","","",""
"539","","f","psychophysics","199","160258","0.0-3.0-1.65","response","key","f","16.67651515151462","500","400","Blue","Blue","true","25","F","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","200","160767","0.0-3.0-2.65","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","201","161273","0.0-3.0-0.66","fixation","","","","","","","","","","",""
"501","","f","psychophysics","202","162286","0.0-3.0-1.66","response","key","f","16.679366666666464","500","400","Blue","Blue","true","25","F","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","203","162796","0.0-3.0-2.66","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","204","163305","0.0-3.0-0.67","fixation","","","","","","","","","","",""
"468","","j","psychophysics","205","164294","0.0-3.0-1.67","response","key","j","16.688571428571386","500","400","Red","Red","true","100","J","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","206","164806","0.0-3.0-2.67","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","207","165316","0.0-3.0-0.68","fixation","","","","","","","","","","",""
"482","","f","psychophysics","208","166310","0.0-3.0-1.68","response","key","f","16.685689655172734","500","400","Blue","Blue","true","25","F","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","209","166818","0.0-3.0-2.68","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","210","167329","0.0-3.0-0.69","fixation","","","","","","","","","","",""
"530","","f","psychophysics","211","168377","0.0-3.0-1.69","response","key","f","16.68512903225811","500","400","Red","Blue","false","0","J","false"
"null","<p style=""font-size:60pt"">Wrong</p>","null","html-keyboard-response","212","168892","0.0-3.0-2.69","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","213","169403","0.0-3.0-0.70","fixation","","","","","","","","","","",""
"504","","j","psychophysics","214","170421","0.0-3.0-1.70","response","key","j","16.684799999999814","500","400","Red","Red","true","0","J","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","215","170928","0.0-3.0-2.70","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","216","171438","0.0-3.0-0.71","fixation","","","","","","","","","","",""
"578","","f","psychophysics","217","172534","0.0-3.0-1.71","response","key","f","16.6884571428577","500","400","Blue","Blue","true","25","F","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","218","173046","0.0-3.0-2.71","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","219","173559","0.0-3.0-0.72","fixation","","","","","","","","","","",""
"441","","j","psychophysics","220","174515","0.0-3.0-1.72","response","key","j","16.68133333333255","500","400","Blue","Blue","true","0","F","false"
"null","<p style=""font-size:60pt"">Wrong</p>","null","html-keyboard-response","221","175018","0.0-3.0-2.72","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","222","175528","0.0-3.0-0.73","fixation","","","","","","","","","","",""
"533","","j","psychophysics","223","176585","0.0-3.0-1.73","response","key","j","16.68603125000027","500","400","Red","Red","true","25","J","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","224","177091","0.0-3.0-2.73","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","225","177604","0.0-3.0-0.74","fixation","","","","","","","","","","",""
"435","","f","psychophysics","226","178574","0.0-3.0-1.74","response","key","f","16.69551851851887","500","400","Blue","Red","false","100","F","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","227","179090","0.0-3.0-2.74","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","228","179598","0.0-3.0-0.75","fixation","","","","","","","","","","",""
"355","","f","psychophysics","229","180472","0.0-3.0-1.75","response","key","f","16.68490476190484","500","400","Blue","Blue","true","100","F","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","230","180990","0.0-3.0-2.75","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","231","181502","0.0-3.0-0.76","fixation","","","","","","","","","","",""
"401","","j","psychophysics","232","182422","0.0-3.0-1.76","response","key","j","16.68475000000035","500","400","Red","Blue","false","250","J","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","233","182936","0.0-3.0-2.76","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","234","183448","0.0-3.0-0.77","fixation","","","","","","","","","","",""
"392","","j","psychophysics","235","184345","0.0-3.0-1.77","response","key","j","16.68233333333289","500","400","Red","Red","true","250","J","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","236","184848","0.0-3.0-2.77","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","237","185357","0.0-3.0-0.78","fixation","","","","","","","","","","",""
"398","","j","psychophysics","238","186267","0.0-3.0-1.78","response","key","j","16.685583333333245","500","400","Red","Red","true","100","J","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","239","186782","0.0-3.0-2.78","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","240","187294","0.0-3.0-0.79","fixation","","","","","","","","","","",""
"325","","j","psychophysics","241","188138","0.0-3.0-1.79","response","key","j","16.689149999999792","500","400","Red","Blue","false","100","J","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","242","188654","0.0-3.0-2.79","","","","","","","","","","","",""
